ID,Economy,Indicator,Year,Type of Reform,Reform Description,
130,Panama,Workplace,1997,positive,Panama enacted legislation protecting women from sexual harassment in employment.,
130,Panama,Marriage,2003,positive,Panama enacted legislation protecting women from domestic violence.,
130,Panama,Workplace,2006,positive,Panama prohibited gender discrimination in employment.,
130,Panama,Workplace,2015,positive,Panama adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
130,Panama,Parenthood,2018,positive,Panama introduced paid paternity leave.,
131,Papua New Guinea,Workplace,1980,positive,Papua New Guinea prohibited gender discrimination in employment.,
131,Papua New Guinea,Pension,1982,positive,Papua New Guinea introduced an old-age pension system that sets equal ages at which women and men can retire with full pension benefits. It does not establish an age at which women and men can retire with partial pension benefits.,
131,Papua New Guinea,Marriage,2015,positive,Papua New Guinea enacted legislation protecting women from domestic violence.,
132,Paraguay,Pay,1976,positive,Paraguay lifted restrictions on women's ability to work at night.,
132,Paraguay,Mobility,1987,positive,Paraguay introduced a Civil Code allowing a woman choose where to live in the same way as a man.,
132,Paraguay,Assets,1994,positive,Paraguay granted spouses equal rights to immovable property and equal administrative authority over assets during marriage.,
132,Paraguay,Entrepreneurship,1994,positive,Paraguay amended its Civil Code allowing a woman to register a business in the same way as a man without her husband's consent.,
132,Paraguay,Marriage,1994,positive,Paraguay allowed women to obtain a divorce in the same way as men and gave women the same rights to remarry as men. ,
132,Paraguay,Workplace,1994,positive,Paraguay allowed a woman to get a job without permission from her husband. It also prohibited gender discrimination in employment.,
132,Paraguay,Pay,1995,positive,Paraguay mandated equal remuneration for work of equal value. It also eliminated the ban on women's employment in industrial undertakings at night.,
132,Paraguay,Workplace,1999,positive,Paraguay enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
132,Paraguay,Entrepreneurship,2000,positive,Paraguay introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
132,Paraguay,Marriage,2002,positive,Paraguay enacted legislation protecting women from domestic violence.,
132,Paraguay,Parenthood,2017,positive,Paraguay increased the duration of paid maternity leave to at least 14 weeks.,
133,Peru,Assets,1986,positive,Peru's new Civil Code granted spouses equal rights to immovable property and equal administrative authority over assets during marriage. It also recognized the value of nonmonetary contributions.,
133,Peru,Marriage,1986,positive,Peru allowed women to be head of household. ,
133,Peru,Mobility,1986,positive,Peru introduced a new Civil Code allowing a woman to choose where to live in the same way as a man.,
133,Peru,Workplace,1986,positive,Peru allowed a woman to get a job without permission from her husband.,
133,Peru,Pension,1993,negative,Peru set unequal mandatory retirement ages for women and men.,
133,Peru,Marriage,1995,positive,Peru enacted legislation protecting women from domestic violence.,
133,Peru,Pension,1997,positive,Peru equalized the ages at which women and men can retire with full pension benefits.,
133,Peru,Parenthood,1998,positive,Peru prohibited the dismissal of pregnant workers.,
133,Peru,Pension,1998,positive,Peru equalized the mandatory retirement ages for women and men.,
133,Peru,Workplace,1998,positive,Peru prohibited gender discrimination in employment.,
133,Peru,Entrepreneurship,2000,positive,Peru's new legal amendments made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
133,Peru,Workplace,2004,positive,Peru enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
133,Peru,Pay,2008,positive,Peru mandated equal remuneration for work of equal value.,
133,Peru,Parenthood,2011,positive,Peru introduced paid paternity leave.,
133,Peru,Parenthood,2017,positive,Peru increased the duration of paid maternity leave to at least 14 weeks.,
134,Philippines,Parenthood,1974,positive,The Philippines's social security system began administering maternity benefits.,
134,Philippines,Parenthood,1975,positive,The Philippines prohibited the dismissal of pregnant workers.,
134,Philippines,Entrepreneurship,1989,positive,"The Philippines introduced a new Family Code allowing a woman to sign a legally binding contract, open a bank account, and register a business in the same way as a man without her husband's consent.",
134,Philippines,Mobility,1989,positive,The Philippines introduced a Family Code allowing a woman to choose where to live in the same way as a man.,
134,Philippines,Workplace,1989,positive,The Philippines allowed a woman to get a job without permission from her husband.,
134,Philippines,Pay,1990,positive,The Philippines mandated equal remuneration for work of equal value.,
134,Philippines,Entrepreneurship,1993,positive,The Philippines introduced new legislation that makes access to credit easier for women by prohibiting gender-based discrimination in financial services.,
134,Philippines,Workplace,1996,positive,The Philippines enacted legislation protecting women from sexual harassment in employment. It adopted criminal penalties for sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
134,Philippines,Parenthood,1998,positive,The Philippines introduced paid paternity leave.,
134,Philippines,Marriage,2005,positive,The Philippines enacted legislation protecting women from domestic violence.,
134,Philippines,Pay,2013,positive,The Philippines elimiated restrictions on women's ability to work in industrial undertakings at night. It also lifted restrictions on women's ability to work at night.,
134,Philippines,Parenthood,2020,positive,The Philippines extended the duration of paid maternity leave from 60 to 105 days.,
134,Philippines,Parenthood,2020,negative,The Philippines enacted legislation that obliges employers to share in the administration of maternity benefits.,
135,Poland,Parenthood,1974,positive,Poland increased the duration of paid maternity leave to at least 14 weeks.,
135,Poland,Parenthood,1976,positive,Poland prohibited the dismissal of pregnant workers.,
135,Poland,Pension,1976,negative,Poland set unequal mandatory retirement ages for women and men.,
135,Poland,Pension,1984,negative,Poland set unequal ages at which women and men can retire with partial pension benefits.,
135,Poland,Marriage,1999,positive,Poland enacted legislation protecting women from domestic violence.,
135,Poland,Pension,2000,positive,Poland no longer establishes an age at which women and men can retire with partial pension benefits.,
135,Poland,Pay,2009,positive,Poland mandated equal remuneration for work of equal value.,
135,Poland,Workplace,2010,positive,Poland enacted legislation protecting women from sexual harassment in employment. It also enacted civil remedies for sexual harassment in employment.,
135,Poland,Parenthood,2011,positive,Poland introduced paid paternity leave.,
135,Poland,Entrepreneurship,2012,positive,Poland's Equal Treatment Act made access to credit easier for women by prohibiting gender-based discrimination in financial services.,
135,Poland,Workplace,2012,positive,Poland prohibited gender discrimination in employment.,
135,Poland,Parenthood,2014,positive,Poland introduced paid parental leave.,
135,Poland,Pension,2014,negative,Poland set unequal ages at which women and men can retire with partial pension benefits.,
